mapping_address,address,latitude,longitude,region_code,state,country
Taranaki New Plymouth Central,"New Plymouth Central, New Plymouth, New Zealand",-39.0603608,174.0687546,1,,New Zealand
ACT Monash,"Monash ACT 2904, Australia",-35.4161815,149.0895785,0,ACT,Australia
Sunshine Coast Marcoola,"Marcoola QLD 4564, Australia",-26.5809506,153.0946976,0,QLD,Australia
Yarra Valley & High Country Wangaratta,"Wangaratta VIC 3677, Australia",-36.3649306,146.3149259,0,VIC,Australia
Perth Wembley,"Wembley WA 6014, Australia",-31.9343633,115.8117105,0,,Australia
Sydney North Parramatta,"North Parramatta NSW 2151, Australia",-33.8025236,151.0066248,0,NSW,Australia
Otago Roslyn,"Roslyn, Dunedin, New Zealand",-45.8687424,170.4949804,1,,New Zealand
"Wollongong, Illawarra & South Coast Gerringong","Gerringong NSW 2534, Australia",-34.7471752,150.8271155,0,NSW,Australia
Brisbane Carindale,"Carindale QLD 4152, Australia",-27.5198367,153.1125044,0,QLD,Australia
Otago Frankton,"Frankton, Queenstown, New Zealand",-45.021533,168.7341503,1,,New Zealand
Sydney Gladesville,"Gladesville NSW 2111, Australia",-33.8301698,151.1267591,0,NSW,Australia
ACT Turner,"Turner ACT 2612, Australia",-35.2669213,149.1236286,0,ACT,Australia
"Newcastle, Maitland & Hunter Mandalong","Maitland NSW 2320, Australia",-32.7315527,151.5525086,0,NSW,Australia
"Kalgoorlie, Goldfields & Esperance West Kalgoorlie","West Kalgoorlie WA 6430, Australia",-30.7805819,121.4331143,0,,Australia
Wellington,"Wellington, New Zealand",-41.2923814,174.7787463,1,,New Zealand
Ballarat & Central Highlands Avoca,"Ballarat Central VIC 3350, Australia",-37.5610117,143.8549159,0,VIC,Australia
Sunshine Coast Buddina,"Buddina QLD 4575, Australia",-26.6991396,153.1348338,0,QLD,Australia
Sydney Rouse Hill,"Rouse Hill NSW 2155, Australia",-33.6840257,150.9168942,0,NSW,Australia
Sydney Oran Park,"Oran Park NSW 2570, Australia",-34.001245,150.739511,0,NSW,Australia
Fleurieu Peninsula & Kangaroo Island Goolwa,"Goolwa SA 5214, Australia",-35.5028883,138.7837286,0,SA,Australia
Melbourne Carlton,"Carlton VIC 3053, Australia",-37.8007555,144.9669992,0,VIC,Australia
Adelaide Hope Valley,"Hope Valley SA 5090, Australia",-34.8433095,138.7015943,0,SA,Australia
Perth Shenton Park,"Shenton Park WA 6008, Australia",-31.9608758,115.8104173,0,,Australia
Tamworth & North West NSW Inverell,"Inverell NSW 2360, Australia",-29.7739244,151.1114386,0,NSW,Australia
"Wollongong, Illawarra & South Coast Barrack Heights","Barrack Heights NSW 2528, Australia",-34.5648569,150.8602461,0,NSW,Australia
Sydney Colyton,"Colyton NSW 2760, Australia",-33.7785933,150.792661,0,NSW,Australia
Waikato Mokai,"Waikato District, Waikato, New Zealand",-37.6190862,175.023346,1,,New Zealand
Sydney Canada Bay,"Canada Bay NSW 2046, Australia",-33.866234,151.1153528,0,NSW,Australia
Melbourne Williamstown North,"Williamstown North VIC 3016, Australia",-37.851972,144.8628571,0,VIC,Australia
Perth Bateman,"Bateman WA 6150, Australia",-32.0555029,115.8488433,0,,Australia
Toowoomba & Darling Downs Dalby,"Toowoomba QLD, Australia",-27.5598212,151.9506696,0,QLD,Australia
Otago Alexandra,"Alexandra, New Zealand",-45.2478653,169.3843692,1,,New Zealand
Perth Innaloo,"Innaloo WA 6018, Australia",-31.8902547,115.7977215,0,,Australia
Perth Fremantle & Southern Suburbs,"4 Antony St, Palmyra WA 6157, Australia",-32.0387255,115.7784398,0,,Australia
"Newcastle, Maitland & Hunter Dora Creek","Dora Creek NSW 2264, Australia",-33.0837729,151.5003596,0,NSW,Australia
"Newcastle, Maitland & Hunter Silverwater","Maitland NSW 2320, Australia",-32.7315527,151.5525086,0,NSW,Australia
Launceston & North East George Town,"Launceston TAS 7250, Australia",-41.439068,147.1357671,0,TAS,Australia
Melbourne Knoxfield,"Knoxfield VIC 3180, Australia",-37.896518,145.2472157,0,VIC,Australia
Manawatu Feilding,"Feilding, New Zealand",-40.22508020000001,175.5672984,1,,New Zealand
Whyalla & Eyre Peninsula Lucky Bay,"Whyalla SA 5600, Australia",-33.034582,137.5756408,0,SA,Australia
Melbourne Studfield,"Melbourne VIC, Australia",-37.8136276,144.9630576,0,VIC,Australia
Adelaide Rosewater,"Rosewater SA 5013, Australia",-34.8517749,138.5214484,0,SA,Australia
Sydney Peakhurst Heights,"Peakhurst Heights NSW 2210, Australia",-33.9737569,151.05495,0,NSW,Australia
Auckland Hobsonville,"Hobsonville, Auckland, New Zealand",-36.7967137,174.6506036,1,,New Zealand
Cairns & Far North Kowanyama,"Kowanyama QLD 4892, Australia",-15.4748788,141.7452429,0,QLD,Australia
Taranaki New Plymouth,"New Plymouth Central, New Plymouth, New Zealand",-39.0571533,174.0794082,1,,New Zealand
Sydney North St Marys,"North St Marys NSW 2760, Australia",-33.7552311,150.7867704,0,NSW,Australia
Gold Coast Bundall,"Bundall QLD 4217, Australia",-28.0116997,153.4040074,0,QLD,Australia
Hawkes Bay Fernhill,"Fernhill, New Zealand",-39.5827285,176.7613063,1,,New Zealand
Blue Mountains & Central West Wentworth Falls,"Wentworth Falls NSW 2782, Australia",-33.7104501,150.3756383,0,NSW,Australia
ACT Macgregor,"MacGregor ACT 2615, Australia",-35.2101528,149.0120176,0,ACT,Australia
Brisbane Keperra,"Keperra QLD, Australia",-27.4145744,152.9489812,0,QLD,Australia
Sydney Woollahra,"Woollahra NSW 2025, Australia",-33.8884318,151.2371772,0,NSW,Australia
Bundaberg & Wide Bay Burnett Gayndah,"Gayndah QLD 4625, Australia",-25.6242507,151.6082235,0,QLD,Australia
Blue Mountains & Central West Mudgee,"Mudgee NSW 2850, Australia",-32.5992508,149.5871313,0,NSW,Australia
Adelaide Elizabeth Vale,"Elizabeth Vale SA 5112, Australia",-34.7465992,138.6664426,0,SA,Australia
Launceston & North East Deloraine,"Launceston TAS 7250, Australia",-41.439068,147.1357671,0,TAS,Australia
Brisbane Wishart,"Wishart QLD 4122, Australia",-27.5498163,153.1067835,0,QLD,Australia
Rockhampton & Capricorn Coast Kawana,"Rockhampton City QLD 4700, Australia",-23.3786203,150.5088889,0,QLD,Australia
Sydney Lewisham,"Lewisham NSW 2049, Australia",-33.8930353,151.1459261,0,NSW,Australia
Melbourne Rockbank,"Rockbank VIC 3335, Australia",-37.7341559,144.6668051,0,VIC,Australia
Auckland Te Atatu Peninsula,"Te Atatū Peninsula, Auckland 0610, New Zealand",-36.8411271,174.6518604,1,,New Zealand
Melbourne Docklands,"Docklands VIC 3008, Australia",-37.8190118,144.9465764,0,VIC,Australia
Cairns & Far North Mareeba,"Mareeba QLD 4880, Australia",-16.9973592,145.423065,0,QLD,Australia
Bunbury & South West Dunsborough,"Dunsborough WA 6281, Australia",-33.6177125,115.1073616,0,,Australia
Melbourne Tooradin,"Tooradin VIC 3980, Australia",-38.2122005,145.3783748,0,VIC,Australia
Sydney Huntingwood,"Huntingwood NSW 2148, Australia",-33.7973065,150.8767386,0,NSW,Australia
Melbourne Christmas Hills,"Christmas Hills VIC 3775, Australia",-37.6483646,145.329942,0,VIC,Australia
Southern Highlands & Tablelands Goulburn,"Goulburn NSW 2580, Australia",-34.7567489,149.713629,0,NSW,Australia
Wagga Wagga & Riverina Corowa,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
"Wollongong, Illawarra & South Coast Tura Beach","Tura Beach NSW 2548, Australia",-36.8611574,149.9324004,0,NSW,Australia
Perth Morley,"Morley WA 6062, Australia",-31.8948217,115.9025221,0,,Australia
Adelaide Seaford,"Seaford SA 5169, Australia",-35.1870338,138.4801681,0,SA,Australia
Perth Willetton,"Willetton WA 6155, Australia",-32.0543286,115.8894258,0,,Australia
Adelaide Morphett Vale,"Morphett Vale SA 5162, Australia",-35.1154224,138.5295301,0,SA,Australia
Gosford & Central Coast Lake Haven,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
ACT Fraser,"Fraser ACT 2615, Australia",-35.1921802,149.0437609,0,ACT,Australia
South West Coast VIC Barrabool,"Barrabool VIC 3221, Australia",-38.1700015,144.2262889,0,VIC,Australia
Sunshine Coast Noosa Heads,"Noosa Heads QLD, Australia",-26.3960671,153.0894466,0,QLD,Australia
Brisbane Sumner,"Sumner QLD 4074, Australia",-27.5636491,152.9363121,0,QLD,Australia
Sunshine Coast Peregian Beach,"Peregian Beach QLD, Australia",-26.4778277,153.0949192,0,QLD,Australia
Perth Bertram,"Bertram WA 6167, Australia",-32.2475498,115.8475966,0,,Australia
Melbourne Burwood East,"Burwood East VIC 3151, Australia",-37.8526163,145.1519822,0,VIC,Australia
Hobart Montrose,"Hobart TAS 7000, Australia",-42.8826055,147.3257196,0,TAS,Australia
Canterbury Burwood,"Burwood, Christchurch, New Zealand",-43.4926695,172.6915268,1,,New Zealand
Waikato Waitomo,"Waikato District, Waikato, New Zealand",-37.6190862,175.023346,1,,New Zealand
Brisbane Milton,"Milton QLD, Australia",-27.4692068,153.0038587,0,QLD,Australia
Darwin Winnellie,"Winnellie NT 0820, Australia",-12.4286212,130.8706078,0,NT,Australia
Canterbury Ashburton,"Ashburton 7700, New Zealand",-43.90538600000001,171.7447855,1,,New Zealand
Sydney Hurstville,"Hurstville NSW 2220, Australia",-33.9645633,151.1010187,0,NSW,Australia
Adelaide Athol Park,"Athol Park SA 5012, Australia",-34.8545084,138.5410457,0,SA,Australia
Adelaide Hallett Cove,"Hallett Cove SA 5158, Australia",-35.0768756,138.5023813,0,SA,Australia
Sydney Erskine Park,"Erskine Park NSW 2759, Australia",-33.8038535,150.805564,0,NSW,Australia
Lismore & Far North Coast Byron Bay,"Byron Bay NSW 2481, Australia",-28.6421823,153.6108065,0,NSW,Australia
Brisbane Kelvin Grove,"Kelvin Grove QLD, Australia",-27.4491419,153.0111068,0,QLD,Australia
Whyalla & Eyre Peninsula,"Whyalla SA 5600, Australia",-33.034582,137.5756408,0,SA,Australia
Melbourne Deer Park,"Deer Park VIC 3023, Australia",-37.7702749,144.7747728,0,VIC,Australia
"Wollongong, Illawarra & South Coast Lake Illawarra","South Coast, NSW, Australia",-36.6806101,149.6564494,0,NSW,Australia
Mandurah & Peel Waroona,"Waroona WA 6215, Australia",-32.8429333,115.9214559,0,,Australia
Sydney Broadway,"Broadway, Sydney NSW, Australia",-33.8843924,151.1965226,0,NSW,Australia
Sydney Botany,"Botany NSW 2019, Australia",-33.9469267,151.1973167,0,NSW,Australia
Sydney Bondi Junction,"Bondi Junction NSW 2022, Australia",-33.8928168,151.2551822,0,NSW,Australia
Mornington Peninsula & Bass Coast Mount Eliza,"Mount Eliza VIC 3930, Australia",-38.1872268,145.0920162,0,VIC,Australia
Sydney Surry Hills,"Surry Hills NSW 2010, Australia",-33.8851098,151.2140435,0,NSW,Australia
Brisbane Clayfield,"Clayfield QLD, Australia",-27.4159369,153.0583828,0,QLD,Australia
Yarra Valley & High Country Mount Dandenong,"Mount Dandenong VIC 3767, Australia",-37.8309297,145.3604746,0,VIC,Australia
Auckland Remuera,"Remuera, Auckland, New Zealand",-36.8807371,174.7981276,1,,New Zealand
Otago Glenorchy,"Glenorchy 9372, New Zealand",-44.8490895,168.3874799,1,,New Zealand
Far West & North Central NSW Buronga,"Buronga NSW 2739, Australia",-34.1708751,142.1811191,0,NSW,Australia
Melbourne Burwood,"Burwood VIC 3125, Australia",-37.8494981,145.1090089,0,VIC,Australia
Bunbury & South West Bridgetown,"S Western Hwy & Bunbury St, Bridgetown WA 6255, Australia",-33.9548639,116.1364165,0,,Australia
Devonport & North West South Burnie,"South Burnie TAS 7320, Australia",-41.0627396,145.910245,0,TAS,Australia
Dubbo & Central NSW Condobolin,"Condobolin NSW 2877, Australia",-33.0885253,147.1471605,0,NSW,Australia
Adelaide Tea Tree Gully,"Tea Tree Gully SA 5091, Australia",-34.825415,138.7269016,0,SA,Australia
Darwin Marrara,"Marrara NT 0812, Australia",-12.3987143,130.8801517,0,NT,Australia
Auckland Papakura,"Papakura, Auckland, New Zealand",-37.0624039,174.9420877,1,,New Zealand
Brisbane Taringa,"Taringa QLD, Australia",-27.4918195,152.9806107,0,QLD,Australia
Northern QLD Hayman Island,"Hayman Island, Whitsundays QLD, Australia",-20.0499552,148.8888003,0,QLD,Australia
Asia Pacific India & South Asia,India,20.593684,78.96288,3,,India
Melbourne Ravenhall,"Ravenhall VIC 3023, Australia",-37.7656943,144.7524498,0,VIC,Australia
Central & South East TAS Sorell,"Sorell TAS 7172, Australia",-42.781495,147.5628793,0,TAS,Australia
Sydney Curl Curl,"Curl Curl NSW 2096, Australia",-33.7693969,151.291992,0,NSW,Australia
Hobart Battery Point,"Battery Point TAS 7004, Australia",-42.8896332,147.334301,0,TAS,Australia
Richmond & Hawkesbury Mulgrave,"Mulgrave NSW 2756, Australia",-33.6245949,150.8288595,0,NSW,Australia
Northern QLD Bushland Beach,"Bushland Beach QLD 4818, Australia",-19.2004376,146.673952,0,QLD,Australia
Brisbane Brendale,"Brendale QLD 4500, Australia",-27.3264861,152.9796004,0,QLD,Australia
Northam & Wheatbelt,"Northam WA 6401, Australia",-31.6539634,116.6619872,0,,Australia
Yarra Valley & High Country Yarra Junction,"Yarra Junction VIC 3797, Australia",-37.7815665,145.6141514,0,VIC,Australia
Sydney Dee Why,"Dee Why NSW 2099, Australia",-33.7525344,151.2869177,0,NSW,Australia
Mackay & Coalfields Nebo,"217 Shakespeare St, Mackay QLD 4740, Australia",-21.1477304,149.185157,0,QLD,Australia
Shepparton & Goulburn Valley Rushworth,"Rushworth VIC 3612, Australia",-36.5857294,145.0153182,0,VIC,Australia
Brisbane Graceville,"Graceville QLD, Australia",-27.5217106,152.9797397,0,QLD,Australia
Mildura & Murray Red Cliffs,"Mildura VIC 3500, Australia",-34.2067651,142.1367157,0,VIC,Australia
Brisbane Ferny Hills,"Ferny Hills QLD 4055, Australia",-27.399622,152.9456958,0,QLD,Australia
Wagga Wagga & Riverina Holbrook,"Wagga Wagga NSW 2650, Australia",-35.1025977,147.3655103,0,NSW,Australia
Auckland Mangere East,"Māngere East, Auckland 2024, New Zealand",-36.9661467,174.8259643,1,,New Zealand
Waikato Thames & Coromandel,"Waikato District, Waikato, New Zealand",-37.6190862,175.023346,1,,New Zealand
Brisbane Collingwood Park,"Collingwood Park QLD 4301, Australia",-27.6234189,152.8542416,0,QLD,Australia
Albany & Great Southern Bremer Bay,"Bremer Bay WA 6338, Australia",-34.3928168,119.378766,0,,Australia
Canterbury Bromley,"Canterbury, UK",51.280233,1.0789089,3,, UK
Gold Coast Arundel,"Arundel QLD 4214, Australia",-27.9361398,153.3603181,0,QLD,Australia
Bay of Plenty Rest of Bay of Plenty,Bay Of Plenty,-37.4233917,176.7416374,3,,Bay Of Plenty
Auckland Western Springs,"Western Springs, Auckland 1022, New Zealand",-36.8618855,174.7182866,1,,New Zealand
Melbourne South Kingsville,"South Kingsville VIC 3015, Australia",-37.8310243,144.8695973,0,VIC,Australia
"Newcastle, Maitland & Hunter Hexham","Maitland NSW 2320, Australia",-32.7315527,151.5525086,0,NSW,Australia
ACT Chisholm,"Chisholm ACT 2905, Australia",-35.419026,149.125186,0,ACT,Australia
Cairns & Far North Innisfail,"Innisfail QLD, Australia",-17.5227345,146.0278075,0,QLD,Australia
Melbourne Tottenham,"Tottenham VIC 3012, Australia",-37.8100003,144.8586828,0,VIC,Australia
Blue Mountains & Central West Winmalee,"Winmalee NSW 2777, Australia",-33.6721763,150.6094298,0,NSW,Australia
ACT Yarralumla,"Yarralumla ACT 2600, Australia",-35.3047905,149.1069294,0,ACT,Australia
Perth Burswood,"Burswood WA 6100, Australia",-31.9625938,115.8989491,0,,Australia
Melbourne Ringwood,"Ringwood VIC 3134, Australia",-37.8145771,145.2310109,0,VIC,Australia
ACT Casey,"Casey ACT 2913, Australia",-35.1661235,149.0969383,0,ACT,Australia
Bunbury & South West Walpole,"Bunbury WA 6230, Australia",-33.3270001,115.6408421,0,,Australia
Auckland Sandringham,"Sandringham, Auckland, New Zealand",-36.8851675,174.7384255,1,,New Zealand
Sydney Point Piper,"Point Piper NSW 2027, Australia",-33.8670962,151.2522966,0,NSW,Australia
Darwin Leanyer,"Leanyer NT 0812, Australia",-12.3745895,130.8966156,0,NT,Australia
"Newcastle, Maitland & Hunter Stockton","Maitland St & Hunter St, Stockton NSW 2295, Australia",-32.9187028,151.7851862,0,NSW,Australia
Gold Coast Woongoolba,"Woongoolba QLD, Australia",-27.7449765,153.3173958,0,QLD,Australia
Manawatu Levin,"Levin, New Zealand",-40.6218489,175.2866444,1,,New Zealand
"Bendigo, Goldfields & Macedon Ranges Ballan","Ballan VIC 3342, Australia",-37.6001469,144.2254473,0,VIC,Australia
"Wollongong, Illawarra & South Coast Jamberoo","Jamberoo NSW 2533, Australia",-34.6481254,150.7742277,0,NSW,Australia
Melbourne Hadfield,"Hadfield VIC 3046, Australia",-37.7105356,144.9501406,0,VIC,Australia
Sydney Casula,"Casula NSW 2170, Australia",-33.9503864,150.9044946,0,NSW,Australia
Devonport & North West Smithton,"Devonport TAS 7310, Australia",-41.1800656,146.3502862,0,TAS,Australia
"Newcastle, Maitland & Hunter Nelson Bay","Nelson Bay NSW 2315, Australia",-32.7207997,152.1414358,0,NSW,Australia
London,"London, UK",51.5072178,-0.1275862,3,, UK
Waikato Ngaruawahia,"Ngāruawāhia, New Zealand",-37.66761140000001,175.1467793,1,,New Zealand
Gosford & Central Coast Terrigal,"Gosford NSW 2250, Australia",-33.426667,151.341667,0,NSW,Australia
Northern QLD Belgian Gardens,"Belgian Gardens QLD 4810, Australia",-19.2495307,146.7907569,0,QLD,Australia
Melbourne Glen Iris,"Glen Iris VIC 3146, Australia",-37.8600246,145.0593297,0,VIC,Australia
Canterbury Rangiora,"Rangiora, New Zealand",-43.3032326,172.5966281,1,,New Zealand
Melbourne Laverton,"Laverton VIC 3028, Australia",-37.8635199,144.7710013,0,VIC,Australia
Taranaki Opunake,"Ōpunake, New Zealand",-39.4589862,173.8678942,1,,New Zealand
Brisbane Larapinta,"Larapinta QLD 4110, Australia",-27.6396798,153.0093366,0,QLD,Australia
West Gippsland & Latrobe Valley Hazelwood,"Hazelwood VIC 3840, Australia",-38.2988568,146.3547305,0,VIC,Australia
Brisbane Kangaroo Point,"Kangaroo Point QLD, Australia",-27.4759532,153.0356296,0,QLD,Australia
Adelaide Croydon Park,"Croydon Park SA 5008, Australia",-34.8826368,138.5667653,0,SA,Australia
Western QLD Dirranbandi,"Dirranbandi QLD 4486, Australia",-28.5835611,148.2282544,0,QLD,Australia
Perth Belmont,"Belmont WA 6104, Australia",-31.9497631,115.9297417,0,,Australia
"Bendigo, Goldfields & Macedon Ranges Quarry Hill","Bendigo VIC 3550, Australia",-36.75961960000001,144.2785764,0,VIC,Australia
Adelaide Salisbury Plain,"Salisbury Plain SA 5109, Australia",-34.7648357,138.6615851,0,SA,Australia
Perth Kalamunda,"Kalamunda WA 6076, Australia",-31.9733275,116.0604722,0,,Australia
Darwin Jingili,"Jingili NT 0810, Australia",-12.3863392,130.8735044,0,NT,Australia
Sydney Southern Suburbs & Sutherland Shire,"Sutherland Shire Council, NSW, Australia",-34.0785095,151.0704263,0,NSW,Australia
Sydney Pymble,"Pymble NSW 2073, Australia",-33.7456508,151.1431794,0,NSW,Australia
Auckland Waiheke Island,"Waiheke Island, Auckland, New Zealand",-36.8000487,175.1009721,1,,New Zealand
Horsham & Grampians Hopetoun,"Horsham, UK",51.062883,-0.325858,3,, UK
Mildura & Murray Merbein,"Merbein VIC 3505, Australia",-34.1679896,142.0585016,0,VIC,Australia
Auckland Birkdale,"Birkdale, Auckland 0626, New Zealand",-36.7950876,174.7009129,1,,New Zealand
Gold Coast Luscombe,"Luscombe QLD 4207, Australia",-27.8040837,153.1771087,0,QLD,Australia
Perth City Beach,"City Beach WA 6015, Australia",-31.9271277,115.7659078,0,,Australia
"Port Hedland, Karratha & Pilbara Onslow","Port Hedland WA 6721, Australia",-20.311052,118.6094431,0,,Australia
West Gippsland & Latrobe Valley Pakenham,"Pakenham VIC 3810, Australia",-38.0776708,145.4818724,0,VIC,Australia
"Wollongong, Illawarra & South Coast South Nowra","South Nowra NSW 2541, Australia",-34.9087646,150.6027956,0,NSW,Australia
Auckland Stanmore Bay,"Stanmore Bay, Whangaparāoa, New Zealand",-36.6264707,174.7250956,1,,New Zealand
Tamworth & North West NSW Narrabri,"Narrabri NSW 2390, Australia",-30.3205203,149.7819951,0,NSW,Australia
Riverland & Murray Mallee Pinnaroo,"Pinnaroo SA 5304, Australia",-35.2579432,140.9075858,0,SA,Australia
Western QLD,"Queensland, Australia",-22.575197,144.0847926,0,,Australia
ACT Manuka,"Manuka, Griffith ACT 2603, Australia",-35.3182622,149.1330477,0,ACT,Australia
Sydney Marsden Park,"Marsden Park NSW 2765, Australia",-33.7121004,150.841952,0,NSW,Australia
